customer_id,first_name,last_name,email,phone,date_of_birth,gender,country,city,zip_code,registration_date,segment,age,age_group
CUST-282326CF,Noah,Allen,user1243@gmail.com,+1-807-768-4061,1962-09-19,F,Canada,Montreal,67579,2023-01-10 19:05:42,Mid Value,63,55+
CUST-BDA03294,James,Williams,user1244@yahoo.com,+1-633-731-4094,1975-03-26,F,Germany,Munich,77667,2021-05-16 12:18:49,Low Value,50,45-54
CUST-F71929C7,Liam,Williams,user1245@email.com,+1-536-962-5402,1974-06-15,F,Germany,Munich,60987,2019-06-28 21:23:51,New Customer,51,45-54
CUST-991830B6,Barbara,Davis,user1246@gmail.com,+1-418-789-3535,1989-09-12,F,Australia,Perth,91974,2020-04-12 17:39:37,Mid Value,36,35-44
CUST-73F6BB06,Barbara,Martin,user1247@yahoo.com,+1-228-921-8257,1990-07-31,M,India,Delhi,83205,2022-01-28 03:51:28,High Value,35,35-44
CUST-C559C24B,Mary,Martin,user1248@email.com,+1-925-404-1878,1985-10-02,F,France,Toulouse,45422,2019-02-27 11:39:21,New Customer,40,35-44
CUST-8665ED62,Mary,Davis,user1249@gmail.com,+1-923-514-4127,1984-12-17,OTHER,India,Bangalore,93138,2022-06-07 18:07:23,Low Value,41,35-44
CUST-475791EF,Elijah,Martin,user1250@yahoo.com,+1-966-688-9874,1964-10-30,F,Japan,Sapporo,20143,2021-03-11 14:34:11,Churned,61,55+
CUST-9955D9C3,Olivia,White,user1251@email.com,+1-503-321-3089,1962-05-04,F,Japan,Osaka,87395,2021-03-10 06:41:21,New Customer,63,55+
CUST-1B9E8AAE,Liam,Allen,user1252@gmail.com,+1-495-675-6561,1968-11-24,F,United Kingdom,Birmingham,12134,2019-01-13 16:30:28,High Value,57,55+
CUST-6BE2EDFB,Barbara,Martin,user1253@yahoo.com,+1-507-276-3647,1990-08-26,F,Germany,Cologne,70436,2023-04-15 22:08:09,New Customer,35,35-44
CUST-C8E27AA0,Amelia,Young,user1254@email.com,+1-497-169-7355,1994-12-08,OTHER,United Kingdom,London,60386,2024-12-07 03:29:30,High Value,31,25-34
CUST-954B98D4,James,Anderson,user1255@gmail.com,+1-727-538-8271,1977-05-19,OTHER,France,Marseille,84366,2022-04-16 19:25:56,Mid Value,48,45-54
CUST-DD73C089,John,White,user1256@yahoo.com,+1-285-493-7566,1960-04-02,F,France,Paris,22970,2022-07-24 20:08:13,Low Value,65,55+
CUST-BA647EF5,Emma,Martin,user1257@email.com,+1-560-202-3820,1981-09-07,F,Australia,Perth,66485,2021-05-03 03:26:56,High Value,44,35-44
CUST-678CCD40,Robert,White,user1258@gmail.com,+1-591-461-5183,1963-07-24,F,United States,New York,30172,2020-06-28 02:16:22,Low Value,62,55+
CUST-189E0CD3,Olivia,Young,user1259@yahoo.com,+1-636-117-9397,1977-09-10,F,Canada,Vancouver,71597,2019-05-11 04:02:01,High Value,48,45-54
CUST-F609C4E8,Olivia,Johnson,user1260@email.com,+1-377-146-6452,1961-05-09,M,India,Hyderabad,90145,2023-07-20 04:11:28,Mid Value,64,55+
CUST-C4149961,Isabella,Martin,user1261@gmail.com,+1-810-596-8978,2001-06-03,F,United States,Chicago,54123,2020-04-19 21:48:43,Churned,24,18-24
CUST-3640503C,Noah,Martin,user1262@yahoo.com,+1-506-621-1232,1967-06-15,OTHER,Canada,Vancouver,75308,2024-06-12 02:14:57,Mid Value,58,55+
CUST-E9A82F0B,David,Wilson,user1263@email.com,+1-350-766-1725,1961-04-13,F,Canada,Toronto,56369,2023-07-07 00:56:00,Churned,64,55+
CUST-89D7D239,William,Harris,user1264@gmail.com,+1-682-392-9725,1982-08-07,M,Germany,Cologne,57523,2024-03-09 03:43:43,Low Value,43,35-44
CUST-1EBFAB38,John,Allen,user1265@yahoo.com,+1-527-905-9519,1981-01-04,M,United Kingdom,Glasgow,46235,2019-11-26 09:30:46,Churned,45,45-54
CUST-3C2E0AB6,Isabella,Wilson,user1266@email.com,+1-369-570-7881,1970-10-31,M,Japan,Yokohama,77679,2020-10-13 18:51:00,High Value,55,55+
CUST-B629AAA5,Oliver,Williams,user1267@gmail.com,+1-679-653-9202,1973-02-04,F,India,Bangalore,29225,2022-03-31 05:34:06,Low Value,53,45-54
CUST-4990622B,Linda,Martin,user1268@yahoo.com,+1-321-561-9234,1998-04-27,OTHER,Australia,Sydney,29857,2020-06-16 02:16:50,Mid Value,27,25-34
CUST-0BCF54C8,Charlotte,Harris,user1269@email.com,+1-256-787-5596,1999-01-03,M,India,Chennai,86142,2021-09-30 09:42:01,Low Value,27,25-34
CUST-C6538FE8,Isabella,Johnson,user1270@gmail.com,+1-663-866-4442,2002-09-04,M,United Kingdom,Glasgow,18691,2021-12-31 22:22:36,Churned,23,18-24
CUST-7095FCA2,Sophia,Miller,user1271@yahoo.com,+1-717-369-9384,1981-10-20,M,United Kingdom,Leeds,36917,2023-06-20 12:03:20,High Value,44,35-44
CUST-A629A2EC,Isabella,Smith,user1272@email.com,+1-847-970-6467,1961-02-23,M,Germany,Frankfurt,81673,2019-11-06 23:15:44,Mid Value,65,55+
CUST-82CA7E6C,Isabella,Johnson,user1273@gmail.com,+1-321-148-8449,1966-09-09,OTHER,Japan,Osaka,38763,2023-02-03 13:30:40,Mid Value,59,55+
CUST-8E3E8E64,William,Johnson,user1274@yahoo.com,+1-448-830-6180,1986-05-18,M,Germany,Cologne,74334,2021-10-15 18:16:01,New Customer,39,35-44
CUST-CDF357C7,Patricia,Garcia,user1275@email.com,+1-873-323-2640,1995-04-15,F,Japan,Yokohama,54599,2024-05-17 22:42:08,High Value,30,25-34
CUST-A02179E3,David,Wilson,user1276@gmail.com,+1-469-145-6098,1989-12-09,F,Australia,Adelaide,80437,2020-10-12 01:48:36,High Value,36,35-44
CUST-1EFABCEF,Liam,Johnson,user1277@yahoo.com,+1-403-510-9777,1981-03-09,M,United Kingdom,London,52506,2024-05-04 11:03:28,New Customer,44,35-44
CUST-97D98D2A,Barbara,Wilson,user1278@email.com,+1-565-536-9394,1962-07-20,F,United Kingdom,Birmingham,64003,2023-01-09 15:34:38,Churned,63,55+
CUST-EFD6DFD1,Michael,Jones,user1279@gmail.com,+1-827-426-8860,1961-09-06,F,Canada,Calgary,76326,2024-08-18 11:13:37,Mid Value,64,55+
CUST-977E9B27,Patricia,Thompson,user1280@yahoo.com,+1-602-672-4414,1984-02-29,M,United Kingdom,Manchester,84047,2019-10-03 16:03:25,Low Value,41,35-44
CUST-AF321DB1,Emma,Wilson,user1281@email.com,+1-750-353-8091,1980-09-15,M,Australia,Sydney,71153,2020-10-06 01:42:11,Low Value,45,45-54
CUST-DB6B5A54,Robert,Martin,user1282@gmail.com,+1-474-858-2882,1986-02-24,M,Canada,Toronto,67927,2019-01-10 03:01:38,Low Value,40,35-44
CUST-E1A68AFE,Patricia,Davis,user1283@yahoo.com,+1-981-407-5480,1970-12-29,M,United States,Houston,17677,2024-01-10 13:08:41,Low Value,55,55+
CUST-C4B2CD84,Charlotte,Davis,user1284@email.com,+1-406-889-1469,1993-02-16,F,France,Toulouse,93154,2021-12-16 19:52:40,High Value,33,25-34
CUST-1E671BF6,Robert,Smith,user1285@gmail.com,+1-342-420-7457,1972-09-26,F,Japan,Yokohama,32792,2019-04-10 15:26:01,Mid Value,53,45-54
CUST-AF490E37,Olivia,Young,user1286@yahoo.com,+1-426-531-8999,1969-02-03,F,Germany,Frankfurt,12116,2019-10-19 09:17:28,New Customer,57,55+
CUST-124D1493,Emma,Williams,user1287@email.com,+1-668-411-7479,2001-10-19,F,India,Chennai,50261,2020-03-11 07:32:41,New Customer,24,18-24
CUST-83C619CB,Charlotte,Jackson,user1288@gmail.com,+1-827-748-6486,1967-06-28,F,United States,Phoenix,30702,2024-06-09 10:02:47,Mid Value,58,55+
CUST-6EC403DC,Sophia,Anderson,user1289@yahoo.com,+1-202-283-6480,1989-11-07,F,India,Mumbai,37300,2021-04-22 05:39:03,Low Value,36,35-44
CUST-628894CF,Robert,Wilson,user1290@email.com,+1-569-382-7192,1997-05-19,M,Canada,Vancouver,99998,2023-02-07 03:34:03,Low Value,28,25-34
CUST-51B987D3,John,Smith,user1291@gmail.com,+1-496-114-6279,1970-02-15,F,France,Lyon,67778,2023-03-20 14:40:14,New Customer,56,55+
CUST-808501B7,Linda,Williams,user1292@yahoo.com,+1-519-311-2381,1966-06-13,F,Japan,Tokyo,18509,2021-02-16 06:04:29,Mid Value,59,55+
CUST-821C7881,Isabella,Jackson,user1293@email.com,+1-846-637-6244,1992-10-03,M,Japan,Yokohama,26891,2021-10-24 08:25:45,New Customer,33,25-34
CUST-AA0DDA3C,Robert,Thomas,user1294@gmail.com,+1-469-283-4214,1987-08-31,M,United States,Houston,14356,2019-06-14 00:35:37,Mid Value,38,35-44
CUST-28DFB5BA,John,Garcia,user1295@yahoo.com,+1-495-858-2565,1963-09-09,M,France,Marseille,30106,2019-03-26 20:16:09,New Customer,62,55+
CUST-054B90F6,Linda,Miller,user1296@email.com,+1-957-631-3304,1992-09-09,F,Japan,Osaka,27908,2021-05-13 07:53:17,High Value,33,25-34
CUST-3F2A06A1,Amelia,Allen,user1297@gmail.com,+1-975-147-2237,1981-09-28,M,United States,Los Angeles,43557,2023-07-18 15:43:36,Low Value,44,35-44
CUST-93A58F13,Linda,Allen,user1298@yahoo.com,+1-460-443-7745,1975-03-21,F,France,Marseille,26546,2020-11-03 21:15:04,Low Value,50,45-54
CUST-6C47C296,Michael,Wilson,user1299@email.com,+1-378-863-1893,1994-01-24,OTHER,Germany,Hamburg,42442,2022-09-20 12:52:18,New Customer,32,25-34
CUST-ED49A59D,Emma,Jackson,user1300@gmail.com,+1-992-194-6482,2002-07-16,F,India,Chennai,62990,2022-02-26 10:16:13,Low Value,23,18-24
CUST-7EF53A0E,Olivia,Taylor,user1301@yahoo.com,+1-307-372-8745,1978-03-16,F,United Kingdom,Manchester,42664,2022-06-10 04:16:04,Churned,47,45-54
CUST-47F4C653,Michael,Young,user1302@email.com,+1-794-815-7680,1970-11-02,F,Australia,Adelaide,82278,2021-11-19 11:55:37,Mid Value,55,55+
CUST-3EC6E217,Jennifer,Harris,user1303@gmail.com,+1-860-814-7854,1979-09-16,F,Germany,Frankfurt,39439,2021-10-03 13:49:00,Low Value,46,45-54
CUST-65B3961B,John,Taylor,user1304@yahoo.com,+1-779-581-4872,1979-07-03,OTHER,France,Nice,81614,2024-08-04 01:49:42,High Value,46,45-54
CUST-53F16CAB,Robert,Smith,user1305@email.com,+1-450-123-9144,1966-07-18,F,Japan,Nagoya,27144,2022-03-25 04:31:23,High Value,59,55+
CUST-CCF49DFE,James,Young,user1306@gmail.com,+1-343-495-5507,1971-04-20,OTHER,India,Delhi,25443,2020-02-14 12:49:55,High Value,54,45-54
CUST-C94C6542,Elijah,Garcia,user1307@yahoo.com,+1-597-962-5858,1987-02-06,F,Canada,Calgary,36884,2020-08-17 05:00:01,Churned,39,35-44
CUST-2ED9E069,Oliver,Williams,user1308@email.com,+1-883-212-3974,1991-04-21,M,United Kingdom,Leeds,48290,2023-10-29 02:17:17,New Customer,34,25-34
CUST-6F0A8331,Patricia,Jackson,user1309@gmail.com,+1-310-273-6732,2002-03-21,OTHER,United Kingdom,London,24888,2022-05-31 22:58:54,Mid Value,23,18-24
CUST-0C33F3E6,Ava,Miller,user1310@yahoo.com,+1-902-380-9740,1999-10-25,M,Canada,Vancouver,15975,2023-10-17 06:33:05,Churned,26,25-34
CUST-BFD73148,Patricia,Jackson,user1311@email.com,+1-210-389-2360,1966-01-11,M,Canada,Toronto,50835,2024-07-31 14:37:33,Mid Value,60,55+
CUST-8D661EFB,Robert,Allen,user1312@gmail.com,+1-816-140-5037,1970-03-30,F,United States,Los Angeles,25989,2020-09-15 03:44:46,Low Value,55,55+
CUST-8EF336B9,Amelia,Brown,user1313@yahoo.com,+1-697-957-2633,1980-07-29,F,Australia,Adelaide,60090,2019-07-02 13:30:51,High Value,45,45-54
CUST-1B1732B9,Barbara,Smith,user1314@email.com,+1-338-410-8601,1992-09-13,M,Australia,Melbourne,78256,2023-09-23 07:55:26,High Value,33,25-34
CUST-1D7A5EE1,Isabella,Miller,user1315@gmail.com,+1-646-587-9357,1966-04-06,F,Canada,Calgary,59881,2021-07-04 04:17:08,New Customer,59,55+
CUST-18F0A4FA,Noah,Brown,user1316@yahoo.com,+1-791-393-3774,2001-03-08,F,France,Lyon,25593,2021-12-18 06:56:25,Low Value,24,18-24
CUST-B1556AF2,Robert,White,user1317@email.com,+1-761-359-6642,1965-03-07,F,United States,Los Angeles,52359,2020-06-29 06:15:18,New Customer,60,55+
CUST-0A4B1B99,Isabella,Wilson,user1318@gmail.com,+1-733-638-6880,1965-02-08,M,Canada,Calgary,89234,2021-05-27 03:47:32,Churned,61,55+
CUST-01FB57FE,Michael,Thomas,user1319@yahoo.com,+1-572-896-9271,1963-12-21,F,France,Lyon,34147,2022-10-24 16:18:10,High Value,62,55+
CUST-62A60600,Mary,Williams,user1320@email.com,+1-501-979-5496,1970-08-14,M,India,Delhi,10667,2022-03-20 15:10:14,Churned,55,55+
CUST-4C8C10FF,Olivia,White,user1321@gmail.com,+1-754-713-1966,1972-04-01,F,Japan,Tokyo,73682,2020-02-26 05:14:58,Churned,53,45-54
CUST-72815C23,Sophia,Jones,user1322@yahoo.com,+1-385-279-3539,1960-07-10,F,Germany,Berlin,80261,2021-05-12 20:09:17,New Customer,65,55+
CUST-8599040C,David,Harris,user1323@email.com,+1-819-921-2897,1970-08-02,F,Australia,Brisbane,23340,2024-12-28 21:38:34,High Value,55,55+
CUST-ADF55C72,Charlotte,Thompson,user1324@gmail.com,+1-806-234-1125,1983-08-13,M,France,Marseille,25421,2024-06-10 00:47:47,Low Value,42,35-44
CUST-F97328D0,Barbara,Brown,user1325@yahoo.com,+1-836-394-6397,1997-11-14,F,India,Bangalore,20118,2024-03-20 08:18:36,Low Value,28,25-34
CUST-C1A48C4E,John,Young,user1326@email.com,+1-237-279-2392,1994-09-28,OTHER,Germany,Frankfurt,89985,2020-11-24 16:24:57,High Value,31,25-34
CUST-C7EAFA38,Patricia,Jones,user1327@gmail.com,+1-299-327-8284,1975-02-09,F,Japan,Osaka,62756,2024-01-27 12:27:57,Churned,51,45-54
CUST-D8FEC94C,Sophia,Wilson,user1328@yahoo.com,+1-391-689-1010,1981-09-14,M,United States,Phoenix,66351,2023-10-26 20:43:56,High Value,44,35-44
CUST-E8C66B66,Linda,Davis,user1329@email.com,+1-663-874-5478,1984-06-13,F,Canada,Calgary,15666,2019-09-15 20:30:26,New Customer,41,35-44
CUST-713A1982,Linda,Smith,user1330@gmail.com,+1-724-387-4185,1969-10-16,M,Australia,Perth,90735,2024-03-21 22:47:59,Mid Value,56,55+
CUST-47DD2CC8,Amelia,Garcia,user1331@yahoo.com,+1-446-861-3307,1980-02-16,F,Japan,Osaka,37864,2021-07-25 16:05:32,Churned,46,45-54
CUST-472153D9,Liam,Young,user1332@email.com,+1-546-422-8512,1962-03-04,F,United States,Phoenix,13774,2022-04-08 13:59:39,Mid Value,63,55+
CUST-C0450F3A,Isabella,Anderson,user1333@gmail.com,+1-891-714-5769,1998-04-26,F,India,Delhi,39129,2019-09-14 12:38:01,Low Value,27,25-34
CUST-600D96EB,Isabella,Williams,user1334@yahoo.com,+1-653-261-2625,1995-10-01,M,Germany,Hamburg,30574,2024-02-08 21:02:50,Mid Value,30,25-34
CUST-468CE532,Noah,Jackson,user1335@email.com,+1-818-314-8779,1961-10-19,M,Germany,Cologne,39005,2020-01-28 02:17:44,Low Value,64,55+
CUST-13208F52,Mary,White,user1336@gmail.com,+1-297-787-1798,1974-08-30,M,United States,Phoenix,41373,2024-06-20 16:34:56,Mid Value,51,45-54
CUST-97790A29,Liam,White,user1337@yahoo.com,+1-301-485-3395,1985-06-05,F,France,Marseille,59358,2024-10-04 09:55:10,Low Value,40,35-44
CUST-85F4B99E,Linda,Smith,user1338@email.com,+1-492-912-6638,1964-05-09,F,India,Delhi,40714,2019-09-15 09:16:48,New Customer,61,55+
CUST-E8154BD7,Patricia,Allen,user1339@gmail.com,+1-502-875-6779,1991-09-04,F,India,Hyderabad,23685,2019-09-07 10:04:10,New Customer,34,25-34
CUST-FB55AAC1,James,Walker,user1340@yahoo.com,+1-363-667-2417,1989-02-12,F,India,Chennai,81754,2019-06-20 16:55:32,New Customer,37,35-44
CUST-021178E0,Charlotte,Martin,user1341@email.com,+1-847-537-4350,2002-07-12,F,United Kingdom,Manchester,27758,2020-04-14 15:56:57,Mid Value,23,18-24
CUST-8912D848,Olivia,Davis,user1342@gmail.com,+1-709-185-2361,1968-05-17,F,India,Delhi,89465,2021-08-26 00:16:18,Mid Value,57,55+
CUST-0B75E98E,John,Davis,user1343@yahoo.com,+1-919-814-2198,1962-09-22,F,United States,Los Angeles,44033,2022-09-20 19:27:35,Low Value,63,55+
CUST-927FB1A3,Amelia,Martin,user1344@email.com,+1-622-450-2172,1985-11-09,F,Japan,Osaka,78654,2020-03-09 06:58:09,High Value,40,35-44
CUST-CA065B62,William,Davis,user1345@gmail.com,+1-577-165-3367,1966-09-10,M,United Kingdom,Manchester,46654,2021-09-08 12:54:07,Low Value,59,55+
CUST-7DA5C9F4,William,Thompson,user1346@yahoo.com,+1-500-702-7977,1976-12-08,F,France,Lyon,46527,2023-12-01 00:38:01,Low Value,49,45-54
CUST-06206295,Sophia,Anderson,user1347@email.com,+1-312-246-1888,1968-03-09,M,Australia,Melbourne,68629,2022-07-22 08:10:59,New Customer,57,55+
CUST-FBB993A4,John,Williams,user1348@gmail.com,+1-334-689-2806,2000-08-23,F,Germany,Cologne,96080,2022-02-27 10:15:34,High Value,25,25-34
CUST-C478DEBB,James,Taylor,user1349@yahoo.com,+1-553-604-8596,1970-01-10,F,Germany,Hamburg,25232,2023-06-03 19:32:51,Low Value,56,55+
CUST-039248DF,John,Davis,user1350@email.com,+1-397-555-3556,1991-03-26,M,United States,Phoenix,45353,2021-09-10 19:35:37,High Value,34,25-34
CUST-6B03AADC,Oliver,White,user1351@gmail.com,+1-405-104-2848,1993-03-23,M,Japan,Osaka,29863,2019-03-26 02:14:03,High Value,32,25-34
CUST-E2DCD3F3,William,Walker,user1352@yahoo.com,+1-590-123-9347,1994-04-03,F,Canada,Ottawa,89331,2022-06-13 18:09:35,New Customer,31,25-34
CUST-6DA4EEE9,James,Young,user1353@email.com,+1-579-529-5586,1974-01-28,OTHER,United Kingdom,London,24906,2020-08-06 11:10:32,Mid Value,52,45-54
CUST-5DEE5DFD,Robert,Brown,user1354@gmail.com,+1-539-398-7414,2002-04-20,M,Canada,Calgary,55217,2023-07-07 12:07:46,High Value,23,18-24
CUST-FB9CB4A0,Mary,Wilson,user1355@yahoo.com,+1-447-165-6710,1974-10-01,M,United States,Houston,76711,2021-11-22 03:03:09,High Value,51,45-54
CUST-3A183458,Michael,Johnson,user1356@email.com,+1-839-754-1196,1982-06-20,M,France,Toulouse,77675,2021-09-14 05:59:20,New Customer,43,35-44
CUST-1D741E0E,Amelia,Brown,user1357@gmail.com,+1-614-720-9636,1990-06-11,OTHER,Canada,Montreal,73403,2024-12-20 04:32:17,High Value,35,35-44
CUST-186F8619,Noah,Harris,user1358@yahoo.com,+1-564-693-9541,1966-05-10,F,Japan,Osaka,30949,2022-07-09 16:53:43,High Value,59,55+
CUST-BD5F3358,Elijah,Thomas,user1359@email.com,+1-632-435-8204,1962-11-02,F,India,Hyderabad,58446,2021-02-06 03:13:20,Low Value,63,55+
CUST-99C22627,Ava,Anderson,user1360@gmail.com,+1-772-144-2090,1976-11-02,F,France,Nice,45085,2022-08-14 10:20:14,New Customer,49,45-54
CUST-D0D3283E,William,Garcia,user1361@yahoo.com,+1-690-872-7295,2001-02-25,M,India,Hyderabad,83423,2024-07-04 05:50:22,Mid Value,24,18-24
CUST-15B05D54,Patricia,Davis,user1362@email.com,+1-204-923-9918,1981-07-19,M,Canada,Montreal,11003,2023-07-21 17:13:56,Churned,44,35-44
CUST-EDAC3DDF,Ava,Martin,user1363@gmail.com,+1-666-864-2899,1968-07-05,M,India,Hyderabad,48337,2020-03-11 14:42:26,Low Value,57,55+
CUST-AE3C0711,John,Wilson,user1364@yahoo.com,+1-344-298-5836,1992-09-17,F,Germany,Cologne,38391,2024-10-06 21:12:49,High Value,33,25-34
CUST-DB77CDCE,Patricia,Walker,user1365@email.com,+1-796-746-8778,1992-11-23,M,Australia,Perth,57810,2024-03-09 22:28:35,New Customer,33,25-34
CUST-6749B6D3,David,Smith,user1366@gmail.com,+1-217-729-7007,1987-02-19,F,Australia,Melbourne,46903,2020-03-06 00:34:21,New Customer,39,35-44
CUST-C9F2D9C3,Isabella,Smith,user1367@yahoo.com,+1-669-121-6928,1973-05-10,F,Australia,Perth,98049,2021-01-25 17:47:08,New Customer,52,45-54
CUST-5C91F0B0,Noah,Jones,user1368@email.com,+1-629-109-1503,1967-10-04,OTHER,United States,New York,27635,2022-05-31 21:00:51,Low Value,58,55+
CUST-DE9DE358,Michael,Thomas,user1369@gmail.com,+1-703-191-4062,1977-10-21,M,France,Marseille,84770,2022-06-05 19:52:02,New Customer,48,45-54
CUST-6FBEF64D,John,Smith,user1370@yahoo.com,+1-412-193-9107,1977-02-27,F,United Kingdom,Leeds,65480,2022-02-07 14:28:01,Mid Value,48,45-54
CUST-65D92BA4,Mary,Johnson,user1371@email.com,+1-905-852-3314,1981-02-13,M,Germany,Frankfurt,61265,2024-08-25 04:42:34,High Value,45,45-54
CUST-A6010C4D,Ava,Brown,user1372@gmail.com,+1-610-767-4324,1980-09-12,M,United Kingdom,Manchester,40732,2021-09-22 00:55:52,New Customer,45,45-54
CUST-9CEC10B9,Oliver,Allen,user1373@yahoo.com,+1-802-340-2080,1985-12-14,OTHER,France,Toulouse,78293,2019-12-21 01:19:42,High Value,40,35-44
CUST-F2AF5F18,Isabella,Garcia,user1374@email.com,+1-839-799-1828,1996-03-07,OTHER,Canada,Montreal,16470,2021-03-26 14:19:17,Mid Value,29,25-34
CUST-6362E0C1,John,White,user1375@gmail.com,+1-732-168-6714,1988-05-21,OTHER,India,Bangalore,70144,2024-12-06 18:28:38,Low Value,37,35-44
CUST-DE3FD1FA,Michael,Davis,user1376@yahoo.com,+1-208-982-8088,1960-04-03,M,India,Delhi,89254,2022-10-23 11:12:16,Churned,65,55+
CUST-1914A976,Emma,Smith,user1377@email.com,+1-975-845-2701,1969-06-29,M,Canada,Calgary,65986,2023-01-28 00:04:19,High Value,56,55+
CUST-6EA8F638,Amelia,Thomas,user1378@gmail.com,+1-225-189-7496,1992-07-29,F,India,Chennai,62627,2020-06-18 01:36:41,Churned,33,25-34
CUST-668B0B3A,Robert,Jackson,user1379@yahoo.com,+1-532-273-4068,1972-07-11,OTHER,Germany,Frankfurt,98601,2023-07-29 19:27:41,Churned,53,45-54
CUST-49C91597,John,White,user1380@email.com,+1-530-717-9126,1991-07-24,M,United States,Chicago,13268,2023-09-02 19:44:02,Mid Value,34,25-34
CUST-001BE17E,Noah,Anderson,user1381@gmail.com,+1-694-664-4087,1996-03-19,OTHER,Australia,Sydney,28228,2024-01-08 18:50:07,Low Value,29,25-34
CUST-C87AD460,Charlotte,Thomas,user1382@yahoo.com,+1-992-144-1071,1983-11-18,OTHER,Japan,Osaka,44326,2021-04-18 03:29:15,Churned,42,35-44
CUST-F8E57030,John,Walker,user1383@email.com,+1-400-118-3023,1995-07-31,M,Germany,Munich,54550,2024-05-22 14:08:18,High Value,30,25-34
CUST-8D049F6A,Emma,Jones,user1384@gmail.com,+1-385-265-4720,2003-10-22,F,United Kingdom,Leeds,89262,2020-10-16 23:55:26,High Value,22,18-24
CUST-20C73FCC,Noah,White,user1385@yahoo.com,+1-342-365-8392,1986-02-28,F,United States,Los Angeles,71547,2024-05-27 01:13:58,Low Value,39,35-44
CUST-7C1A46A9,Olivia,Martin,user1386@email.com,+1-461-150-7232,1982-03-24,OTHER,United States,Houston,37299,2022-01-29 08:15:05,Low Value,43,35-44
CUST-3516688D,Emma,Thompson,user1387@gmail.com,+1-403-782-5385,1985-05-11,OTHER,Canada,Montreal,48885,2023-10-11 17:16:18,Mid Value,40,35-44
CUST-FADD3FD8,Linda,Jones,user1388@yahoo.com,+1-230-981-8548,1997-03-23,M,Australia,Brisbane,78750,2023-01-03 08:16:18,High Value,28,25-34
CUST-2E6C8AA4,Olivia,Allen,user1389@email.com,+1-907-445-9774,1976-08-01,M,Canada,Vancouver,13116,2021-08-07 11:18:19,Low Value,49,45-54
CUST-F0247B07,David,Garcia,user1390@gmail.com,+1-976-717-4213,1984-07-30,OTHER,United States,New York,71268,2022-10-20 06:33:02,Mid Value,41,35-44
CUST-D94C5AA3,James,Williams,user1391@yahoo.com,+1-631-241-6489,1969-08-27,OTHER,India,Bangalore,24409,2022-01-05 22:03:14,High Value,56,55+
CUST-0F02845E,John,Harris,user1392@email.com,+1-810-371-4809,2003-04-13,F,Germany,Cologne,91322,2021-10-24 04:11:55,Mid Value,22,18-24
CUST-1350F25E,David,Jones,user1393@gmail.com,+1-764-544-7230,1966-11-04,F,United Kingdom,Birmingham,24550,2024-11-19 15:51:25,High Value,59,55+
CUST-33B54F4C,Mary,Allen,user1394@yahoo.com,+1-840-182-4803,1993-09-29,F,Australia,Sydney,20275,2023-01-20 20:35:27,Low Value,32,25-34
CUST-5ABBE678,Patricia,White,user1395@email.com,+1-666-304-5054,1984-04-29,M,Australia,Brisbane,60498,2019-10-24 14:38:08,Mid Value,41,35-44
CUST-D56BD26E,Jennifer,White,user1396@gmail.com,+1-229-626-5219,1981-08-08,OTHER,United Kingdom,London,76999,2024-07-28 00:32:34,New Customer,44,35-44
CUST-09091D3C,Linda,Allen,user1397@yahoo.com,+1-812-444-2208,1970-11-15,M,Japan,Nagoya,17774,2021-08-23 12:17:34,Low Value,55,55+
CUST-BD8E2AB7,Amelia,Brown,user1398@email.com,+1-377-878-4527,1982-06-14,F,United States,Los Angeles,79601,2023-09-24 14:20:57,Churned,43,35-44
CUST-8D142293,Barbara,Thomas,user1399@gmail.com,+1-247-979-3371,1980-12-30,OTHER,United States,Los Angeles,41135,2019-11-29 15:29:31,Mid Value,45,45-54
CUST-7C7791B4,James,Taylor,user1400@yahoo.com,+1-843-364-4179,1969-01-06,M,Canada,Ottawa,36623,2024-07-02 20:07:04,Low Value,57,55+
CUST-E5E10A2F,Ava,Martin,user1401@email.com,+1-321-794-2756,1989-08-29,F,France,Paris,63477,2020-04-01 22:53:03,Churned,36,35-44
CUST-96C517D8,Olivia,Jones,user1402@gmail.com,+1-901-729-2366,1991-10-29,M,United Kingdom,Glasgow,74116,2020-12-11 04:45:27,Churned,34,25-34
CUST-186EC7A6,Ava,Brown,user1403@yahoo.com,+1-991-127-6881,1970-08-31,F,Germany,Frankfurt,77350,2024-10-21 06:45:39,New Customer,55,55+
CUST-74DBD1D0,David,Anderson,user1404@email.com,+1-252-110-3909,1960-01-25,M,India,Delhi,94698,2022-03-18 04:18:49,Churned,66,55+
CUST-79EB4509,Oliver,Jackson,user1405@gmail.com,+1-663-879-7497,1998-02-20,M,France,Lyon,95009,2019-05-28 15:39:09,Low Value,28,25-34
CUST-CC4A75A8,John,Davis,user1406@yahoo.com,+1-634-654-9273,2001-02-21,M,United States,New York,19898,2021-01-26 19:09:27,Churned,25,25-34
CUST-20C13614,John,Smith,user1407@email.com,+1-300-340-9772,1990-05-18,OTHER,Germany,Munich,57403,2021-01-03 08:51:31,Mid Value,35,35-44
CUST-BA1C61C6,Olivia,Smith,user1408@gmail.com,+1-443-650-2408,1997-06-09,M,United States,Los Angeles,59856,2024-02-08 20:35:28,High Value,28,25-34
